"alpha","N","n","S","S_size","sign","exponent"
1,12,1,"{12}",1,-1,14
1,12,1,"{2;3}",2,1,7
1,12,1,"{2;4}",2,1,8
1,12,1,"{2;5}",2,1,9
1,12,1,"{2;6}",2,1,10
1,12,1,"{2;7}",2,1,11
1,12,1,"{2;8}",2,1,12
1,12,1,"{2;9}",2,1,13
1,12,1,"{2;10}",2,1,14
1,12,1,"{2;11}",2,1,15
1,12,1,"{2;12}",2,1,16
1,12,1,"{3;4}",2,1,9
1,12,1,"{3;5}",2,1,10
1,12,1,"{3;6}",2,1,11
1,12,1,"{3;7}",2,1,12
1,12,1,"{3;8}",2,1,13
1,12,1,"{3;9}",2,1,14
1,12,1,"{3;10}",2,1,15
1,12,1,"{3;11}",2,1,16
1,12,1,"{3;12}",2,1,17
1,12,1,"{4;5}",2,1,11
1,12,1,"{4;6}",2,1,12
1,12,1,"{4;7}",2,1,13
1,12,1,"{4;8}",2,1,14
1,12,1,"{4;9}",2,1,15
1,12,1,"{4;10}",2,1,16
1,12,1,"{4;11}",2,1,17
1,12,1,"{4;12}",2,1,18
1,12,1,"{5;6}",2,1,13
1,12,1,"{5;7}",2,1,14
1,12,1,"{5;8}",2,1,15
1,12,1,"{5;9}",2,1,16
1,12,1,"{5;10}",2,1,17
1,12,1,"{5;11}",2,1,18
1,12,1,"{5;12}",2,1,19
1,12,1,"{6;7}",2,1,15
1,12,1,"{6;8}",2,1,16
1,12,1,"{6;9}",2,1,17
1,12,1,"{6;10}",2,1,18
1,12,1,"{6;11}",2,1,19
1,12,1,"{6;12}",2,1,20
1,12,1,"{7;8}",2,1,17
1,12,1,"{7;9}",2,1,18
1,12,1,"{7;10}",2,1,19
1,12,1,"{7;11}",2,1,20
1,12,1,"{7;12}",2,1,21
1,12,1,"{8;9}",2,1,19
1,12,1,"{8;10}",2,1,20
1,12,1,"{8;11}",2,1,21
1,12,1,"{8;12}",2,1,22
1,12,1,"{9;10}",2,1,21
1,12,1,"{9;11}",2,1,22
1,12,1,"{9;12}",2,1,23
1,12,1,"{10;11}",2,1,23
1,12,1,"{10;12}",2,1,24
1,12,1,"{11;12}",2,1,25
1,12,1,"{2;3;4}",3,-1,11
1,12,1,"{2;3;5}",3,-1,12
1,12,1,"{2;3;6}",3,-1,13
1,12,1,"{2;3;7}",3,-1,14
1,12,1,"{2;3;8}",3,-1,15
1,12,1,"{2;3;9}",3,-1,16
1,12,1,"{2;3;10}",3,-1,17
1,12,1,"{2;3;11}",3,-1,18
1,12,1,"{2;3;12}",3,-1,19
1,12,1,"{2;4;5}",3,-1,13
1,12,1,"{2;4;6}",3,-1,14
1,12,1,"{2;4;7}",3,-1,15
1,12,1,"{2;4;8}",3,-1,16
1,12,1,"{2;4;9}",3,-1,17
1,12,1,"{2;4;10}",3,-1,18
1,12,1,"{2;4;11}",3,-1,19
1,12,1,"{2;4;12}",3,-1,20
1,12,1,"{2;5;6}",3,-1,15
1,12,1,"{2;5;7}",3,-1,16
1,12,1,"{2;5;8}",3,-1,17
1,12,1,"{2;5;9}",3,-1,18
1,12,1,"{2;5;10}",3,-1,19
1,12,1,"{2;5;11}",3,-1,20
1,12,1,"{2;5;12}",3,-1,21
1,12,1,"{2;6;7}",3,-1,17
1,12,1,"{2;6;8}",3,-1,18
1,12,1,"{2;6;9}",3,-1,19
1,12,1,"{2;6;10}",3,-1,20
1,12,1,"{2;6;11}",3,-1,21
1,12,1,"{2;6;12}",3,-1,22
1,12,1,"{2;7;8}",3,-1,19
1,12,1,"{2;7;9}",3,-1,20
1,12,1,"{2;7;10}",3,-1,21
1,12,1,"{2;7;11}",3,-1,22
1,12,1,"{2;7;12}",3,-1,23
1,12,1,"{2;8;9}",3,-1,21
1,12,1,"{2;8;10}",3,-1,22
1,12,1,"{2;8;11}",3,-1,23
1,12,1,"{2;8;12}",3,-1,24
1,12,1,"{2;9;10}",3,-1,23
1,12,1,"{2;9;11}",3,-1,24
1,12,1,"{2;9;12}",3,-1,25
1,12,1,"{2;10;11}",3,-1,25
1,12,1,"{2;10;12}",3,-1,26
1,12,1,"{2;11;12}",3,-1,27
1,12,1,"{3;4;5}",3,-1,14
1,12,1,"{3;4;6}",3,-1,15
1,12,1,"{3;4;7}",3,-1,16
1,12,1,"{3;4;8}",3,-1,17
1,12,1,"{3;4;9}",3,-1,18
1,12,1,"{3;4;10}",3,-1,19
1,12,1,"{3;4;11}",3,-1,20
1,12,1,"{3;4;12}",3,-1,21
1,12,1,"{3;5;6}",3,-1,16
1,12,1,"{3;5;7}",3,-1,17
1,12,1,"{3;5;8}",3,-1,18
1,12,1,"{3;5;9}",3,-1,19
1,12,1,"{3;5;10}",3,-1,20
1,12,1,"{3;5;11}",3,-1,21
1,12,1,"{3;5;12}",3,-1,22
1,12,1,"{3;6;7}",3,-1,18
1,12,1,"{3;6;8}",3,-1,19
1,12,1,"{3;6;9}",3,-1,20
1,12,1,"{3;6;10}",3,-1,21
1,12,1,"{3;6;11}",3,-1,22
1,12,1,"{3;6;12}",3,-1,23
1,12,1,"{3;7;8}",3,-1,20
1,12,1,"{3;7;9}",3,-1,21
1,12,1,"{3;7;10}",3,-1,22
1,12,1,"{3;7;11}",3,-1,23
1,12,1,"{3;7;12}",3,-1,24
1,12,1,"{3;8;9}",3,-1,22
1,12,1,"{3;8;10}",3,-1,23
1,12,1,"{3;8;11}",3,-1,24
1,12,1,"{3;8;12}",3,-1,25
1,12,1,"{3;9;10}",3,-1,24
1,12,1,"{3;9;11}",3,-1,25
1,12,1,"{3;9;12}",3,-1,26
1,12,1,"{3;10;11}",3,-1,26
1,12,1,"{3;10;12}",3,-1,27
1,12,1,"{3;11;12}",3,-1,28
1,12,1,"{4;5;6}",3,-1,17
1,12,1,"{4;5;7}",3,-1,18
1,12,1,"{4;5;8}",3,-1,19
1,12,1,"{4;5;9}",3,-1,20
1,12,1,"{4;5;10}",3,-1,21
1,12,1,"{4;5;11}",3,-1,22
1,12,1,"{4;5;12}",3,-1,23
1,12,1,"{4;6;7}",3,-1,19
1,12,1,"{4;6;8}",3,-1,20
1,12,1,"{4;6;9}",3,-1,21
1,12,1,"{4;6;10}",3,-1,22
1,12,1,"{4;6;11}",3,-1,23
1,12,1,"{4;6;12}",3,-1,24
1,12,1,"{4;7;8}",3,-1,21
1,12,1,"{4;7;9}",3,-1,22
1,12,1,"{4;7;10}",3,-1,23
1,12,1,"{4;7;11}",3,-1,24
1,12,1,"{4;7;12}",3,-1,25
1,12,1,"{4;8;9}",3,-1,23
1,12,1,"{4;8;10}",3,-1,24
1,12,1,"{4;8;11}",3,-1,25
1,12,1,"{4;8;12}",3,-1,26
1,12,1,"{4;9;10}",3,-1,25
1,12,1,"{4;9;11}",3,-1,26
1,12,1,"{4;9;12}",3,-1,27
1,12,1,"{4;10;11}",3,-1,27
1,12,1,"{4;10;12}",3,-1,28
1,12,1,"{4;11;12}",3,-1,29
1,12,1,"{5;6;7}",3,-1,20
1,12,1,"{5;6;8}",3,-1,21
1,12,1,"{5;6;9}",3,-1,22
1,12,1,"{5;6;10}",3,-1,23
1,12,1,"{5;6;11}",3,-1,24
1,12,1,"{5;6;12}",3,-1,25
1,12,1,"{5;7;8}",3,-1,22
1,12,1,"{5;7;9}",3,-1,23
1,12,1,"{5;7;10}",3,-1,24
1,12,1,"{5;7;11}",3,-1,25
1,12,1,"{5;7;12}",3,-1,26
1,12,1,"{5;8;9}",3,-1,24
1,12,1,"{5;8;10}",3,-1,25
1,12,1,"{5;8;11}",3,-1,26
1,12,1,"{5;8;12}",3,-1,27
1,12,1,"{5;9;10}",3,-1,26
1,12,1,"{5;9;11}",3,-1,27
1,12,1,"{5;9;12}",3,-1,28
1,12,1,"{5;10;11}",3,-1,28
1,12,1,"{5;10;12}",3,-1,29
1,12,1,"{5;11;12}",3,-1,30
1,12,1,"{6;7;8}",3,-1,23
1,12,1,"{6;7;9}",3,-1,24
1,12,1,"{6;7;10}",3,-1,25
1,12,1,"{6;7;11}",3,-1,26
1,12,1,"{6;7;12}",3,-1,27
1,12,1,"{6;8;9}",3,-1,25
1,12,1,"{6;8;10}",3,-1,26
1,12,1,"{6;8;11}",3,-1,27
1,12,1,"{6;8;12}",3,-1,28
1,12,1,"{6;9;10}",3,-1,27
1,12,1,"{6;9;11}",3,-1,28
1,12,1,"{6;9;12}",3,-1,29
1,12,1,"{6;10;11}",3,-1,29
1,12,1,"{6;10;12}",3,-1,30
1,12,1,"{6;11;12}",3,-1,31
1,12,1,"{7;8;9}",3,-1,26
1,12,1,"{7;8;10}",3,-1,27
1,12,1,"{7;8;11}",3,-1,28
1,12,1,"{7;8;12}",3,-1,29
1,12,1,"{7;9;10}",3,-1,28
1,12,1,"{7;9;11}",3,-1,29
1,12,1,"{7;9;12}",3,-1,30
1,12,1,"{7;10;11}",3,-1,30
1,12,1,"{7;10;12}",3,-1,31
1,12,1,"{7;11;12}",3,-1,32
1,12,1,"{8;9;10}",3,-1,29
1,12,1,"{8;9;11}",3,-1,30
1,12,1,"{8;9;12}",3,-1,31
1,12,1,"{8;10;11}",3,-1,31
1,12,1,"{8;10;12}",3,-1,32
1,12,1,"{8;11;12}",3,-1,33
1,12,1,"{9;10;11}",3,-1,32
1,12,1,"{9;10;12}",3,-1,33
1,12,1,"{9;11;12}",3,-1,34
1,12,1,"{10;11;12}",3,-1,35
1,12,1,"{2;3;4;5}",4,1,16
1,12,1,"{2;3;4;6}",4,1,17
1,12,1,"{2;3;4;7}",4,1,18
1,12,1,"{2;3;4;8}",4,1,19
1,12,1,"{2;3;4;9}",4,1,20
1,12,1,"{2;3;4;10}",4,1,21
1,12,1,"{2;3;4;11}",4,1,22
1,12,1,"{2;3;4;12}",4,1,23
1,12,1,"{2;3;5;6}",4,1,18
1,12,1,"{2;3;5;7}",4,1,19
1,12,1,"{2;3;5;8}",4,1,20
1,12,1,"{2;3;5;9}",4,1,21
1,12,1,"{2;3;5;10}",4,1,22
1,12,1,"{2;3;5;11}",4,1,23
1,12,1,"{2;3;5;12}",4,1,24
1,12,1,"{2;3;6;7}",4,1,20
1,12,1,"{2;3;6;8}",4,1,21
1,12,1,"{2;3;6;9}",4,1,22
1,12,1,"{2;3;6;10}",4,1,23
1,12,1,"{2;3;6;11}",4,1,24
1,12,1,"{2;3;6;12}",4,1,25
1,12,1,"{2;3;7;8}",4,1,22
1,12,1,"{2;3;7;9}",4,1,23
1,12,1,"{2;3;7;10}",4,1,24
1,12,1,"{2;3;7;11}",4,1,25
1,12,1,"{2;3;7;12}",4,1,26
1,12,1,"{2;3;8;9}",4,1,24
1,12,1,"{2;3;8;10}",4,1,25
1,12,1,"{2;3;8;11}",4,1,26
1,12,1,"{2;3;8;12}",4,1,27
1,12,1,"{2;3;9;10}",4,1,26
1,12,1,"{2;3;9;11}",4,1,27
1,12,1,"{2;3;9;12}",4,1,28
1,12,1,"{2;3;10;11}",4,1,28
1,12,1,"{2;3;10;12}",4,1,29
1,12,1,"{2;3;11;12}",4,1,30
1,12,1,"{2;4;5;6}",4,1,19
1,12,1,"{2;4;5;7}",4,1,20
1,12,1,"{2;4;5;8}",4,1,21
1,12,1,"{2;4;5;9}",4,1,22
1,12,1,"{2;4;5;10}",4,1,23
1,12,1,"{2;4;5;11}",4,1,24
1,12,1,"{2;4;5;12}",4,1,25
1,12,1,"{2;4;6;7}",4,1,21
1,12,1,"{2;4;6;8}",4,1,22
1,12,1,"{2;4;6;9}",4,1,23
1,12,1,"{2;4;6;10}",4,1,24
1,12,1,"{2;4;6;11}",4,1,25
1,12,1,"{2;4;6;12}",4,1,26
1,12,1,"{2;4;7;8}",4,1,23
1,12,1,"{2;4;7;9}",4,1,24
1,12,1,"{2;4;7;10}",4,1,25
1,12,1,"{2;4;7;11}",4,1,26
1,12,1,"{2;4;7;12}",4,1,27
1,12,1,"{2;4;8;9}",4,1,25
1,12,1,"{2;4;8;10}",4,1,26
1,12,1,"{2;4;8;11}",4,1,27
1,12,1,"{2;4;8;12}",4,1,28
1,12,1,"{2;4;9;10}",4,1,27
1,12,1,"{2;4;9;11}",4,1,28
1,12,1,"{2;4;9;12}",4,1,29
1,12,1,"{2;4;10;11}",4,1,29
1,12,1,"{2;4;10;12}",4,1,30
1,12,1,"{2;4;11;12}",4,1,31
1,12,1,"{2;5;6;7}",4,1,22
1,12,1,"{2;5;6;8}",4,1,23
1,12,1,"{2;5;6;9}",4,1,24
1,12,1,"{2;5;6;10}",4,1,25
1,12,1,"{2;5;6;11}",4,1,26
1,12,1,"{2;5;6;12}",4,1,27
1,12,1,"{2;5;7;8}",4,1,24
1,12,1,"{2;5;7;9}",4,1,25
1,12,1,"{2;5;7;10}",4,1,26
1,12,1,"{2;5;7;11}",4,1,27
1,12,1,"{2;5;7;12}",4,1,28
1,12,1,"{2;5;8;9}",4,1,26
1,12,1,"{2;5;8;10}",4,1,27
1,12,1,"{2;5;8;11}",4,1,28
1,12,1,"{2;5;8;12}",4,1,29
1,12,1,"{2;5;9;10}",4,1,28
1,12,1,"{2;5;9;11}",4,1,29
1,12,1,"{2;5;9;12}",4,1,30
1,12,1,"{2;5;10;11}",4,1,30
1,12,1,"{2;5;10;12}",4,1,31
1,12,1,"{2;5;11;12}",4,1,32
1,12,1,"{2;6;7;8}",4,1,25
1,12,1,"{2;6;7;9}",4,1,26
1,12,1,"{2;6;7;10}",4,1,27
1,12,1,"{2;6;7;11}",4,1,28
1,12,1,"{2;6;7;12}",4,1,29
1,12,1,"{2;6;8;9}",4,1,27
1,12,1,"{2;6;8;10}",4,1,28
1,12,1,"{2;6;8;11}",4,1,29
1,12,1,"{2;6;8;12}",4,1,30
1,12,1,"{2;6;9;10}",4,1,29
1,12,1,"{2;6;9;11}",4,1,30
1,12,1,"{2;6;9;12}",4,1,31
1,12,1,"{2;6;10;11}",4,1,31
1,12,1,"{2;6;10;12}",4,1,32
1,12,1,"{2;6;11;12}",4,1,33
1,12,1,"{2;7;8;9}",4,1,28
1,12,1,"{2;7;8;10}",4,1,29
1,12,1,"{2;7;8;11}",4,1,30
1,12,1,"{2;7;8;12}",4,1,31
1,12,1,"{2;7;9;10}",4,1,30
1,12,1,"{2;7;9;11}",4,1,31
1,12,1,"{2;7;9;12}",4,1,32
1,12,1,"{2;7;10;11}",4,1,32
1,12,1,"{2;7;10;12}",4,1,33
1,12,1,"{2;7;11;12}",4,1,34
1,12,1,"{2;8;9;10}",4,1,31
1,12,1,"{2;8;9;11}",4,1,32
1,12,1,"{2;8;9;12}",4,1,33
1,12,1,"{2;8;10;11}",4,1,33
1,12,1,"{2;8;10;12}",4,1,34
1,12,1,"{2;8;11;12}",4,1,35
1,12,1,"{2;9;10;11}",4,1,34
1,12,1,"{2;9;10;12}",4,1,35
1,12,1,"{2;9;11;12}",4,1,36
1,12,1,"{2;10;11;12}",4,1,37
1,12,1,"{3;4;5;6}",4,1,20
1,12,1,"{3;4;5;7}",4,1,21
1,12,1,"{3;4;5;8}",4,1,22
1,12,1,"{3;4;5;9}",4,1,23
1,12,1,"{3;4;5;10}",4,1,24
1,12,1,"{3;4;5;11}",4,1,25
1,12,1,"{3;4;5;12}",4,1,26
1,12,1,"{3;4;6;7}",4,1,22
1,12,1,"{3;4;6;8}",4,1,23
1,12,1,"{3;4;6;9}",4,1,24
1,12,1,"{3;4;6;10}",4,1,25
1,12,1,"{3;4;6;11}",4,1,26
1,12,1,"{3;4;6;12}",4,1,27
1,12,1,"{3;4;7;8}",4,1,24
1,12,1,"{3;4;7;9}",4,1,25
1,12,1,"{3;4;7;10}",4,1,26
1,12,1,"{3;4;7;11}",4,1,27
1,12,1,"{3;4;7;12}",4,1,28
1,12,1,"{3;4;8;9}",4,1,26
1,12,1,"{3;4;8;10}",4,1,27
1,12,1,"{3;4;8;11}",4,1,28
1,12,1,"{3;4;8;12}",4,1,29
1,12,1,"{3;4;9;10}",4,1,28
1,12,1,"{3;4;9;11}",4,1,29
1,12,1,"{3;4;9;12}",4,1,30
1,12,1,"{3;4;10;11}",4,1,30
1,12,1,"{3;4;10;12}",4,1,31
1,12,1,"{3;4;11;12}",4,1,32
1,12,1,"{3;5;6;7}",4,1,23
1,12,1,"{3;5;6;8}",4,1,24
1,12,1,"{3;5;6;9}",4,1,25
1,12,1,"{3;5;6;10}",4,1,26
1,12,1,"{3;5;6;11}",4,1,27
1,12,1,"{3;5;6;12}",4,1,28
1,12,1,"{3;5;7;8}",4,1,25
1,12,1,"{3;5;7;9}",4,1,26
1,12,1,"{3;5;7;10}",4,1,27
1,12,1,"{3;5;7;11}",4,1,28
1,12,1,"{3;5;7;12}",4,1,29
1,12,1,"{3;5;8;9}",4,1,27
1,12,1,"{3;5;8;10}",4,1,28
1,12,1,"{3;5;8;11}",4,1,29
1,12,1,"{3;5;8;12}",4,1,30
1,12,1,"{3;5;9;10}",4,1,29
1,12,1,"{3;5;9;11}",4,1,30
1,12,1,"{3;5;9;12}",4,1,31
1,12,1,"{3;5;10;11}",4,1,31
1,12,1,"{3;5;10;12}",4,1,32
1,12,1,"{3;5;11;12}",4,1,33
1,12,1,"{3;6;7;8}",4,1,26
1,12,1,"{3;6;7;9}",4,1,27
1,12,1,"{3;6;7;10}",4,1,28
1,12,1,"{3;6;7;11}",4,1,29
1,12,1,"{3;6;7;12}",4,1,30
1,12,1,"{3;6;8;9}",4,1,28
1,12,1,"{3;6;8;10}",4,1,29
1,12,1,"{3;6;8;11}",4,1,30
1,12,1,"{3;6;8;12}",4,1,31
1,12,1,"{3;6;9;10}",4,1,30
1,12,1,"{3;6;9;11}",4,1,31
1,12,1,"{3;6;9;12}",4,1,32
1,12,1,"{3;6;10;11}",4,1,32
1,12,1,"{3;6;10;12}",4,1,33
1,12,1,"{3;6;11;12}",4,1,34
1,12,1,"{3;7;8;9}",4,1,29
1,12,1,"{3;7;8;10}",4,1,30
1,12,1,"{3;7;8;11}",4,1,31
1,12,1,"{3;7;8;12}",4,1,32
1,12,1,"{3;7;9;10}",4,1,31
1,12,1,"{3;7;9;11}",4,1,32
1,12,1,"{3;7;9;12}",4,1,33
1,12,1,"{3;7;10;11}",4,1,33
1,12,1,"{3;7;10;12}",4,1,34
1,12,1,"{3;7;11;12}",4,1,35
1,12,1,"{3;8;9;10}",4,1,32
1,12,1,"{3;8;9;11}",4,1,33
1,12,1,"{3;8;9;12}",4,1,34
1,12,1,"{3;8;10;11}",4,1,34
1,12,1,"{3;8;10;12}",4,1,35
1,12,1,"{3;8;11;12}",4,1,36
1,12,1,"{3;9;10;11}",4,1,35
1,12,1,"{3;9;10;12}",4,1,36
1,12,1,"{3;9;11;12}",4,1,37
1,12,1,"{3;10;11;12}",4,1,38
1,12,1,"{4;5;6;7}",4,1,24
1,12,1,"{4;5;6;8}",4,1,25
1,12,1,"{4;5;6;9}",4,1,26
1,12,1,"{4;5;6;10}",4,1,27
1,12,1,"{4;5;6;11}",4,1,28
1,12,1,"{4;5;6;12}",4,1,29
1,12,1,"{4;5;7;8}",4,1,26
1,12,1,"{4;5;7;9}",4,1,27
1,12,1,"{4;5;7;10}",4,1,28
1,12,1,"{4;5;7;11}",4,1,29
1,12,1,"{4;5;7;12}",4,1,30
1,12,1,"{4;5;8;9}",4,1,28
1,12,1,"{4;5;8;10}",4,1,29
1,12,1,"{4;5;8;11}",4,1,30
1,12,1,"{4;5;8;12}",4,1,31
1,12,1,"{4;5;9;10}",4,1,30
1,12,1,"{4;5;9;11}",4,1,31
1,12,1,"{4;5;9;12}",4,1,32
1,12,1,"{4;5;10;11}",4,1,32
1,12,1,"{4;5;10;12}",4,1,33
1,12,1,"{4;5;11;12}",4,1,34
1,12,1,"{4;6;7;8}",4,1,27
1,12,1,"{4;6;7;9}",4,1,28
1,12,1,"{4;6;7;10}",4,1,29
1,12,1,"{4;6;7;11}",4,1,30
1,12,1,"{4;6;7;12}",4,1,31
1,12,1,"{4;6;8;9}",4,1,29
1,12,1,"{4;6;8;10}",4,1,30
1,12,1,"{4;6;8;11}",4,1,31
1,12,1,"{4;6;8;12}",4,1,32
1,12,1,"{4;6;9;10}",4,1,31
1,12,1,"{4;6;9;11}",4,1,32
1,12,1,"{4;6;9;12}",4,1,33
1,12,1,"{4;6;10;11}",4,1,33
1,12,1,"{4;6;10;12}",4,1,34
1,12,1,"{4;6;11;12}",4,1,35
1,12,1,"{4;7;8;9}",4,1,30
1,12,1,"{4;7;8;10}",4,1,31
1,12,1,"{4;7;8;11}",4,1,32
1,12,1,"{4;7;8;12}",4,1,33
1,12,1,"{4;7;9;10}",4,1,32
1,12,1,"{4;7;9;11}",4,1,33
1,12,1,"{4;7;9;12}",4,1,34
1,12,1,"{4;7;10;11}",4,1,34
1,12,1,"{4;7;10;12}",4,1,35
1,12,1,"{4;7;11;12}",4,1,36
1,12,1,"{4;8;9;10}",4,1,33
1,12,1,"{4;8;9;11}",4,1,34
1,12,1,"{4;8;9;12}",4,1,35
1,12,1,"{4;8;10;11}",4,1,35
1,12,1,"{4;8;10;12}",4,1,36
1,12,1,"{4;8;11;12}",4,1,37
1,12,1,"{4;9;10;11}",4,1,36
1,12,1,"{4;9;10;12}",4,1,37
1,12,1,"{4;9;11;12}",4,1,38
1,12,1,"{4;10;11;12}",4,1,39
1,12,1,"{5;6;7;8}",4,1,28
1,12,1,"{5;6;7;9}",4,1,29
1,12,1,"{5;6;7;10}",4,1,30
1,12,1,"{5;6;7;11}",4,1,31
1,12,1,"{5;6;7;12}",4,1,32
1,12,1,"{5;6;8;9}",4,1,30
1,12,1,"{5;6;8;10}",4,1,31
1,12,1,"{5;6;8;11}",4,1,32
1,12,1,"{5;6;8;12}",4,1,33
1,12,1,"{5;6;9;10}",4,1,32
1,12,1,"{5;6;9;11}",4,1,33
1,12,1,"{5;6;9;12}",4,1,34
1,12,1,"{5;6;10;11}",4,1,34
1,12,1,"{5;6;10;12}",4,1,35
1,12,1,"{5;6;11;12}",4,1,36
1,12,1,"{5;7;8;9}",4,1,31
1,12,1,"{5;7;8;10}",4,1,32
1,12,1,"{5;7;8;11}",4,1,33
1,12,1,"{5;7;8;12}",4,1,34
1,12,1,"{5;7;9;10}",4,1,33
1,12,1,"{5;7;9;11}",4,1,34
1,12,1,"{5;7;9;12}",4,1,35
1,12,1,"{5;7;10;11}",4,1,35
1,12,1,"{5;7;10;12}",4,1,36
1,12,1,"{5;7;11;12}",4,1,37
1,12,1,"{5;8;9;10}",4,1,34
1,12,1,"{5;8;9;11}",4,1,35
1,12,1,"{5;8;9;12}",4,1,36
1,12,1,"{5;8;10;11}",4,1,36
1,12,1,"{5;8;10;12}",4,1,37
1,12,1,"{5;8;11;12}",4,1,38
1,12,1,"{5;9;10;11}",4,1,37
1,12,1,"{5;9;10;12}",4,1,38
1,12,1,"{5;9;11;12}",4,1,39
1,12,1,"{5;10;11;12}",4,1,40
1,12,1,"{6;7;8;9}",4,1,32
1,12,1,"{6;7;8;10}",4,1,33
1,12,1,"{6;7;8;11}",4,1,34
1,12,1,"{6;7;8;12}",4,1,35
1,12,1,"{6;7;9;10}",4,1,34
1,12,1,"{6;7;9;11}",4,1,35
1,12,1,"{6;7;9;12}",4,1,36
1,12,1,"{6;7;10;11}",4,1,36
1,12,1,"{6;7;10;12}",4,1,37
1,12,1,"{6;7;11;12}",4,1,38
1,12,1,"{6;8;9;10}",4,1,35
1,12,1,"{6;8;9;11}",4,1,36
1,12,1,"{6;8;9;12}",4,1,37
1,12,1,"{6;8;10;11}",4,1,37
1,12,1,"{6;8;10;12}",4,1,38
1,12,1,"{6;8;11;12}",4,1,39
1,12,1,"{6;9;10;11}",4,1,38
1,12,1,"{6;9;10;12}",4,1,39
1,12,1,"{6;9;11;12}",4,1,40
1,12,1,"{7;8;9;10}",4,1,36
1,12,1,"{7;8;9;11}",4,1,37
1,12,1,"{7;8;9;12}",4,1,38
1,12,1,"{7;8;10;11}",4,1,38
1,12,1,"{7;8;10;12}",4,1,39
1,12,1,"{7;8;11;12}",4,1,40
1,12,1,"{7;9;10;11}",4,1,39
1,12,1,"{7;9;10;12}",4,1,40
1,12,1,"{8;9;10;11}",4,1,40
1,12,1,"{2;3;4;5;6}",5,-1,22
1,12,1,"{2;3;4;5;7}",5,-1,23
1,12,1,"{2;3;4;5;8}",5,-1,24
1,12,1,"{2;3;4;5;9}",5,-1,25
1,12,1,"{2;3;4;5;10}",5,-1,26
1,12,1,"{2;3;4;5;11}",5,-1,27
1,12,1,"{2;3;4;5;12}",5,-1,28
1,12,1,"{2;3;4;6;7}",5,-1,24
1,12,1,"{2;3;4;6;8}",5,-1,25
1,12,1,"{2;3;4;6;9}",5,-1,26
1,12,1,"{2;3;4;6;10}",5,-1,27
1,12,1,"{2;3;4;6;11}",5,-1,28
1,12,1,"{2;3;4;6;12}",5,-1,29
1,12,1,"{2;3;4;7;8}",5,-1,26
1,12,1,"{2;3;4;7;9}",5,-1,27
1,12,1,"{2;3;4;7;10}",5,-1,28
1,12,1,"{2;3;4;7;11}",5,-1,29
1,12,1,"{2;3;4;7;12}",5,-1,30
1,12,1,"{2;3;4;8;9}",5,-1,28
1,12,1,"{2;3;4;8;10}",5,-1,29
1,12,1,"{2;3;4;8;11}",5,-1,30
1,12,1,"{2;3;4;8;12}",5,-1,31
1,12,1,"{2;3;4;9;10}",5,-1,30
1,12,1,"{2;3;4;9;11}",5,-1,31
1,12,1,"{2;3;4;9;12}",5,-1,32
1,12,1,"{2;3;4;10;11}",5,-1,32
1,12,1,"{2;3;4;10;12}",5,-1,33
1,12,1,"{2;3;4;11;12}",5,-1,34
1,12,1,"{2;3;5;6;7}",5,-1,25
1,12,1,"{2;3;5;6;8}",5,-1,26
1,12,1,"{2;3;5;6;9}",5,-1,27
1,12,1,"{2;3;5;6;10}",5,-1,28
1,12,1,"{2;3;5;6;11}",5,-1,29
1,12,1,"{2;3;5;6;12}",5,-1,30
1,12,1,"{2;3;5;7;8}",5,-1,27
1,12,1,"{2;3;5;7;9}",5,-1,28
1,12,1,"{2;3;5;7;10}",5,-1,29
1,12,1,"{2;3;5;7;11}",5,-1,30
1,12,1,"{2;3;5;7;12}",5,-1,31
1,12,1,"{2;3;5;8;9}",5,-1,29
1,12,1,"{2;3;5;8;10}",5,-1,30
1,12,1,"{2;3;5;8;11}",5,-1,31
1,12,1,"{2;3;5;8;12}",5,-1,32
1,12,1,"{2;3;5;9;10}",5,-1,31
1,12,1,"{2;3;5;9;11}",5,-1,32
1,12,1,"{2;3;5;9;12}",5,-1,33
1,12,1,"{2;3;5;10;11}",5,-1,33
1,12,1,"{2;3;5;10;12}",5,-1,34
1,12,1,"{2;3;5;11;12}",5,-1,35
1,12,1,"{2;3;6;7;8}",5,-1,28
1,12,1,"{2;3;6;7;9}",5,-1,29
1,12,1,"{2;3;6;7;10}",5,-1,30
1,12,1,"{2;3;6;7;11}",5,-1,31
1,12,1,"{2;3;6;7;12}",5,-1,32
1,12,1,"{2;3;6;8;9}",5,-1,30
1,12,1,"{2;3;6;8;10}",5,-1,31
1,12,1,"{2;3;6;8;11}",5,-1,32
1,12,1,"{2;3;6;8;12}",5,-1,33
1,12,1,"{2;3;6;9;10}",5,-1,32
1,12,1,"{2;3;6;9;11}",5,-1,33
1,12,1,"{2;3;6;9;12}",5,-1,34
1,12,1,"{2;3;6;10;11}",5,-1,34
1,12,1,"{2;3;6;10;12}",5,-1,35
1,12,1,"{2;3;6;11;12}",5,-1,36
1,12,1,"{2;3;7;8;9}",5,-1,31
1,12,1,"{2;3;7;8;10}",5,-1,32
1,12,1,"{2;3;7;8;11}",5,-1,33
1,12,1,"{2;3;7;8;12}",5,-1,34
1,12,1,"{2;3;7;9;10}",5,-1,33
1,12,1,"{2;3;7;9;11}",5,-1,34
1,12,1,"{2;3;7;9;12}",5,-1,35
